id,flat_href,img_href,address,price,title,type,surface,price_num
31,https://www.sreality.cz/detail/pronajem/byt/3+kk/ostrava-radvanice-tesinska/1167296076,"https://d18-a.sdn.cz/d_18/c_img_QP_Ko/QJ4F0O.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Těšínská, Ostrava - Radvanice",11 000,Pronájem bytu 3+kk 88 m²,3+kk,88,11000
32,https://www.sreality.cz/detail/pronajem/byt/3+kk/celakovice-celakovice-petra-jilemnickeho/255138140,"https://d18-a.sdn.cz/d_18/c_img_gT_m/mASJfx.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Petra Jilemnického, Čelákovice",20 000,Pronájem bytu 3+kk 82 m²,3+kk,82,20000
33,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-vinohrady-budecska/3466053196,"https://d18-a.sdn.cz/d_18/c_img_QI_JX/a1TGnT.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Budečská, Praha 2 - Vinohrady",22 500,Pronájem bytu 2+1 77 m²,2+1,77,22500
34,https://www.sreality.cz/detail/pronajem/byt/2+1/bechyne-bechyne-soukenicka/3485124172,"https://d18-a.sdn.cz/d_18/c_img_gZ_o/r9CC7K.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Soukenická, Bechyně",15 000,Pronájem bytu 2+1 67 m²,2+1,67,15000
35,https://www.sreality.cz/detail/pronajem/byt/3+kk/sedlcany-sedlcany-na-potucku/1991849548,"https://d18-a.sdn.cz/d_18/c_img_QM_KP/Q8GJhm.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Na Potůčku, Sedlčany",13 900,Pronájem bytu 3+kk 70 m²,3+kk,70,13900
36,https://www.sreality.cz/detail/pronajem/byt/2+1/sokolnice-sokolnice-zamecka/705484364,"https://d18-a.sdn.cz/d_18/c_img_gW_l/KhS4do.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zámecká, Sokolnice",16 500,Pronájem bytu 2+1 72 m² (Mezonet),2+1,72,16500
38,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-smichov-rozkosneho/2473539148,"https://d18-a.sdn.cz/d_18/c_img_QR_L2/hEKKnn.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Rozkošného, Praha 5 - Smíchov",17 000,Pronájem bytu 2+1 71 m²,2+1,71,17000
39,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-bubenec-havanska/2433209932,"https://d18-a.sdn.cz/d_18/c_img_gW_m/FcvRl.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Havanská, Praha 7 - Bubeneč",20 000,Pronájem bytu 2+1 73 m²,2+1,73,20000
40,https://www.sreality.cz/detail/pronajem/byt/3+kk/kurim-kurim-metelkova/497608268,"https://d18-a.sdn.cz/d_18/c_img_QM_KO/nbUmvR.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Metelkova, Kuřim",16 000,Pronájem bytu 3+kk 58 m²,3+kk,58,16000
41,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-zabovresky-foerstrova/1234843212,"https://d18-a.sdn.cz/d_18/c_img_QN_Js/l37JPT.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Foerstrova, Brno - Žabovřesky",15 000,Pronájem bytu 2+1 63 m²,2+1,63,15000
42,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-nusle-hradeckych/2769237580,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/2yTKtt.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Hradeckých, Praha 4 - Nusle",19 999,Pronájem bytu 2+1 72 m²,2+1,72,19999
43,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-hradec-kralove-masarykovo-namesti/2344236620,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/s5fJHz.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Masarykovo náměstí, Hradec Králové",14 000,Pronájem bytu 2+1 84 m²,2+1,84,14000
44,https://www.sreality.cz/detail/pronajem/byt/2+1/prerov-prerov-i-mesto-kriva/2951165516,"https://d18-a.sdn.cz/d_18/c_img_gS_n/m15baL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Křivá, Přerov - Přerov I-Město",13 531,Pronájem bytu 2+1 53 m²,2+1,53,13531
45,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-troja-vresova/3836204620,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jc/ewNWC.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Vřesová, Praha 8 - Troja",23 000,Pronájem bytu 3+kk 63 m²,3+kk,63,23000
46,https://www.sreality.cz/detail/pronajem/byt/2+1/pardubice-zelene-predmesti-sladkovskeho/1578747468,"https://d18-a.sdn.cz/d_18/c_img_QN_Js/ByXCvF.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Sladkovského, Pardubice - Zelené Předměstí",14 000,Pronájem bytu 2+1 68 m²,2+1,68,14000
47,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-belsky-les-zdenka-chalabaly/4054287948,"https://d18-a.sdn.cz/d_18/c_img_QO_Ke/GEQdaq.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zdeňka Chalabaly, Ostrava - Bělský Les",10 000,Pronájem bytu 2+1 46 m²,2+1,46,10000
48,https://www.sreality.cz/detail/pronajem/byt/2+1/kolin--na-magistrale/265303628,"https://d18-a.sdn.cz/d_18/c_img_QN_Js/hLnPCP.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Na Magistrále, Kolín",15 900,Pronájem bytu 2+1 56 m²,2+1,56,15900
49,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-strasnice-nosicka/4060886604,"https://d18-a.sdn.cz/d_18/c_img_gZ_o/C84Yro.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Nosická, Praha 10 - Strašnice",18 000,Pronájem bytu 3+kk 73 m²,3+kk,73,18000
50,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-kralovo-pole-berkova/1319188044,"https://d18-a.sdn.cz/d_18/c_img_QO_Kf/qb9Nxm.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Berkova, Brno - Královo Pole",14 500,Pronájem bytu 2+1 60 m²,2+1,60,14500
51,https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-okruzni/590493260,"https://d18-a.sdn.cz/d_18/c_img_gV_p/mWKZBe.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Okružní, Zlín",15 500,Pronájem bytu 2+1 67 m²,2+1,67,15500
52,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-hradec-kralove-male-namesti/1155479116,"https://d18-a.sdn.cz/d_18/c_img_gZ_o/kA4VKC.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Malé náměstí, Hradec Králové",12 000,Pronájem bytu 2+1 66 m²,2+1,66,12000
53,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-veveri-uvoz/2585933388,"https://d18-a.sdn.cz/d_18/c_img_gZ_o/19iZCT.mpo?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Úvoz, Brno - Veveří",14 000,Pronájem bytu 2+1 58 m²,2+1,58,14000
54,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-bohnice-lodzska/740734540,"https://d18-a.sdn.cz/d_18/c_img_QR_L1/d2nar7.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Lodžská, Praha 8 - Bohnice",18 000,Pronájem bytu 3+kk 53 m²,3+kk,53,18000
55,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-bubenec-u-studanky/2314679884,"https://d18-a.sdn.cz/d_18/c_img_gQ_n/IdxbiS.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","U studánky, Praha 7 - Bubeneč",21 500,Pronájem bytu 2+1 58 m²,2+1,58,21500
56,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-prazske-predmesti-sedlackova/1532048972,"https://d18-a.sdn.cz/d_18/c_img_gV_p/Q09Zbg.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Sedláčkova, Hradec Králové - Pražské Předměstí",12 000,Pronájem bytu 2+1 58 m²,2+1,58,12000
57,https://www.sreality.cz/detail/pronajem/byt/2+1/karvina-hranice-slovenska/1662879308,"https://d18-a.sdn.cz/d_18/c_img_gU_l/KISfJv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Slovenská, Karviná - Hranice",14 000,Pronájem bytu 2+1 78 m²,2+1,78,14000
58,https://www.sreality.cz/detail/pronajem/byt/2+1/tabor-tabor-9--kvetna/1424016972,"https://d18-a.sdn.cz/d_18/c_img_gU_m/1fbIrH.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","9. května, Tábor",11 000,Pronájem bytu 2+1 85 m²,2+1,85,11000
59,https://www.sreality.cz/detail/pronajem/byt/2+1/chomutov-chomutov-hornicka/2555168332,"https://d18-a.sdn.cz/d_18/c_img_QO_Kf/IXNFGT.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Hornická, Chomutov",12 000,Pronájem bytu 2+1 52 m²,2+1,52,12000
60,https://www.sreality.cz/detail/pronajem/byt/2+1/plzen-vnitrni-mesto-rooseveltova/2489726540,"https://d18-a.sdn.cz/d_18/c_img_QN_Js/5rNPFs.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Rooseveltova, Plzeň - Vnitřní Město",12 000,Pronájem bytu 2+1 77 m²,2+1,77,12000
61,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-zabehlice-choceradska/3476633164,"https://d18-a.sdn.cz/d_18/c_img_gS_n/rSqU05.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Choceradská, Praha 4 - Záběhlice",16 500,Pronájem bytu 3+kk 72 m²,3+kk,72,16500
62,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-poruba-zdenka-stepanka/3224385100,"https://d18-a.sdn.cz/d_18/c_img_QO_Kf/sdBN5Y.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zdeňka Štěpánka, Ostrava - Poruba",13 200,Pronájem bytu 2+1 58 m²,2+1,58,13200
63,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-obrany-frycajova/2101037404,"https://d18-a.sdn.cz/d_18/c_img_QP_Kn/S5xRPU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Fryčajova, Brno - Obřany",14 000,Pronájem bytu 2+1 48 m²,2+1,48,14000
64,https://www.sreality.cz/detail/pronajem/byt/3+kk/tremosna-tremosna-pionyrska/717010508,"https://d18-a.sdn.cz/d_18/c_img_QI_JW/Zi8JLe.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Pionýrská, Třemošná",15 000,Pronájem bytu 3+kk 98 m²,3+kk,98,15000
65,https://www.sreality.cz/detail/pronajem/byt/3+kk/olomouc-olomouc-dobrovskeho/2170640732,"https://d18-a.sdn.cz/d_18/c_img_QI_JW/ohID93.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Dobrovského, Olomouc",24 000,Pronájem bytu 3+kk 84 m²,3+kk,84,24000
66,https://www.sreality.cz/detail/pronajem/byt/3+kk/ostrava-krasne-pole-druzebni/3194930764,"https://d18-a.sdn.cz/d_18/c_img_gU_m/bf7YwO.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Družební, Ostrava - Krásné Pole",10 500,Pronájem bytu 3+kk 77 m²,3+kk,77,10500
67,https://www.sreality.cz/detail/pronajem/byt/3+kk/stribro-stribro-manesova/1576003148,"https://d18-a.sdn.cz/d_18/c_img_gR_m/R58GoL.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Mánesova, Stříbro",15 000,Pronájem bytu 3+kk 110 m²,3+kk,11,15000
68,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-zizkov-rohacova/4014851660,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jc/JqqIwC.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Roháčova, Praha 3 - Žižkov",25 000,Pronájem bytu 3+kk 75 m²,3+kk,75,25000
69,https://www.sreality.cz/detail/pronajem/byt/2+1/plzen-lobzy-sousedska/744633932,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/EkuNQg.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Sousedská, Plzeň - Lobzy",14 800,Pronájem bytu 2+1 59 m²,2+1,59,14800
70,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-nusle-taborska/25114188,"https://d18-a.sdn.cz/d_18/c_img_gZ_o/yiWVFj.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Táborská, Praha 4 - Nusle",17 000,Pronájem bytu 2+1 81 m²,2+1,81,17000
71,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-liben-svetova/3559344476,"https://d18-a.sdn.cz/d_18/c_img_gZ_n/NP3JEA.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Světova, Praha 8 - Libeň",24 500,Pronájem bytu 2+1 80 m²,2+1,80,24500
72,https://www.sreality.cz/detail/pronajem/byt/2+1/nymburk-nymburk-u-ruzaku/716912204,"https://d18-a.sdn.cz/d_18/c_img_gQ_n/nZoO7W.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","U Růžáku, Nymburk",10 500,Pronájem bytu 2+1 50 m²,2+1,50,10500
73,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-kobylisy-havlinova/2394502732,"https://d18-a.sdn.cz/d_18/c_img_QP_Ko/1WAJmb.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Havlínova, Praha 8 - Kobylisy",23 500,Pronájem bytu 3+kk 78 m²,3+kk,78,23500
74,https://www.sreality.cz/detail/pronajem/byt/3+kk/plzen-jizni-predmesti-nemocnicni/2410624588,"https://d18-a.sdn.cz/d_18/c_img_QO_Kf/AhVLAf.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Nemocniční, Plzeň - Jižní Předměstí",21 500,Pronájem bytu 3+kk 86 m²,3+kk,86,21500
75,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-hlubocepy-hugo-haase/2845492812,"https://d18-a.sdn.cz/d_18/c_img_gV_p/8HiDAc.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Hugo Haase, Praha 5 - Hlubočepy",25 000,Pronájem bytu 3+kk 74 m²,3+kk,74,25000
76,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-veleslavin-sumberova/1126708812,"https://d18-a.sdn.cz/d_18/c_img_QQ_LS/MBPN8l.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Šumberova, Praha 6 - Veleslavín",15 500,Pronájem bytu 2+1 53 m²,2+1,53,15500
77,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-zizkov-jagellonska/248395340,"https://d18-a.sdn.cz/d_18/c_img_gQ_n/1PIWcv.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Jagellonská, Praha 3 - Žižkov",23 000,Pronájem bytu 3+kk 75 m²,3+kk,75,23000
78,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-vrsovice-madridska/3949475404,"https://d18-a.sdn.cz/d_18/c_img_gQ_n/LJVRmm.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Madridská, Praha 10 - Vršovice",16 900,Pronájem bytu 2+1 63 m²,2+1,63,16900
79,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-zabehlice-zvonkova/1691104844,"https://d18-a.sdn.cz/d_18/c_img_gV_p/xtuXUn.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zvonková, Praha 10 - Záběhlice",15 500,Pronájem bytu 2+1 54 m²,2+1,54,15500
80,https://www.sreality.cz/detail/pronajem/byt/2+1/louny-louny-husova/2616866380,"https://d18-a.sdn.cz/d_18/c_img_QI_JX/t8cJGa.jpeg?fl=rot,270,0|res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Husova, Louny",12 000,Pronájem bytu 2+1 70 m²,2+1,70,12000
81,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-nusle-druzstevni-ochoz/1658779212,"https://d18-a.sdn.cz/d_18/c_img_gT_n/zyKmx9.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Družstevní ochoz, Praha 4 - Nusle",17 500,Pronájem bytu 2+1 78 m²,2+1,78,17500
82,https://www.sreality.cz/detail/pronajem/byt/2+1/frantiskovy-lazne-frantiskovy-lazne-zelena/4203296332,"https://d18-a.sdn.cz/d_18/c_img_gR_m/UexQiT.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zelená, Františkovy Lázně",10 000,Pronájem bytu 2+1 56 m²,2+1,56,10000
83,https://www.sreality.cz/detail/pronajem/byt/2+1/breznice-breznice-rozmitalska/3062773324,"https://d18-a.sdn.cz/d_18/c_img_QR_L2/DotL6B.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Rožmitálská, Březnice",11 000,Pronájem bytu 2+1 52 m²,2+1,52,11000
84,https://www.sreality.cz/detail/pronajem/byt/2+1/klatovy-klatovy-iii-husovo-namesti/18953804,"https://d18-a.sdn.cz/d_18/c_img_QM_KP/8sfNoR.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Husovo náměstí, Klatovy - Klatovy III",15 000,Pronájem bytu 2+1 115 m²,2+1,11,15000
85,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-hrabuvka-josefa-kotase/2187557212,"https://d18-a.sdn.cz/d_18/c_img_QQ_LR/7nqQKH.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Josefa Kotase, Ostrava - Hrabůvka",12 000,Pronájem bytu 2+1 54 m²,2+1,54,12000
86,https://www.sreality.cz/detail/pronajem/byt/2+1/pardubice-bile-predmesti-sezemicka/1091515980,"https://d18-a.sdn.cz/d_18/c_img_QK_JX/yJGKud.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Sezemická, Pardubice - Bílé Předměstí",12 000,Pronájem bytu 2+1 56 m²,2+1,56,12000
87,https://www.sreality.cz/detail/pronajem/byt/3+kk/pardubice-zelene-predmesti-pod-vinici/665663052,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/s6BMKM.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Pod Vinicí, Pardubice - Zelené Předměstí",18 500,Pronájem bytu 3+kk 99 m²,3+kk,99,18500
88,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-vitkovice-zavodni/2987210316,"https://d18-a.sdn.cz/d_18/c_img_QR_L2/LaBMPi.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Závodní, Ostrava - Vítkovice",11 500,Pronájem bytu 2+1 80 m²,2+1,80,11500
89,https://www.sreality.cz/detail/pronajem/byt/2+1/prostejov-prostejov-dr--horaka/2582787660,"https://d18-a.sdn.cz/d_18/c_img_gS_n/Qz4ZCI.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Dr. Horáka, Prostějov",15 300,Pronájem bytu 2+1 60 m²,2+1,60,15300
90,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-hrabuvka-horni/1438361164,"https://d18-a.sdn.cz/d_18/c_img_gV_o/JQ5OP7.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Horní, Ostrava - Hrabůvka",12 500,Pronájem bytu 2+1 55 m²,2+1,55,12500
91,https://www.sreality.cz/detail/pronajem/byt/2+1/prerov-prerov-i-mesto-kozlovska/1077265996,"https://d18-a.sdn.cz/d_18/c_img_QQ_LS/zRPHtV.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Kozlovská, Přerov - Přerov I-Město",12 000,Pronájem bytu 2+1 45 m²,2+1,45,12000
92,https://www.sreality.cz/detail/pronajem/byt/2+1/frydek-mistek-frydek-narodnich-mucedniku/373155404,"https://d18-a.sdn.cz/d_18/c_img_QK_JW/8D0nhW.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Národních mučedníků, Frýdek-Místek - Frýdek",11 200,Pronájem bytu 2+1 55 m²,2+1,55,11200
93,https://www.sreality.cz/detail/pronajem/byt/3+kk/olomouc-belidla-taboritu/2150221388,"https://d18-a.sdn.cz/d_18/c_img_QJ_Jc/TaICq7.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Táboritů, Olomouc - Bělidla",14 500,Pronájem bytu 3+kk 64 m²,3+kk,64,14500
94,https://www.sreality.cz/detail/pronajem/byt/2+1/ceske-budejovice-ceske-budejovice-3-nerudova/2803222092,"https://d18-a.sdn.cz/d_18/c_img_QI_JX/VwqHrU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Nerudova, České Budějovice - České Budějovice 3",13 500,Pronájem bytu 2+1 50 m²,2+1,50,13500
95,https://www.sreality.cz/detail/pronajem/byt/2+1/zbraslavice-zbraslavice-/574502476,"https://d18-a.sdn.cz/d_18/c_img_QN_Js/lxtLua.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zbraslavice, okres Kutná Hora",10 367,Pronájem bytu 2+1 60 m²,2+1,60,10367
96,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-zabreh-zimmlerova/1780401740,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/fiPEi3.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Zimmlerova, Ostrava - Zábřeh",10 500,Pronájem bytu 2+1 44 m²,2+1,44,10500
97,https://www.sreality.cz/detail/pronajem/byt/2+1/zlin-zlin-sadova/2255672908,"https://d18-a.sdn.cz/d_18/c_img_gW_l/cR949c.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Sadová, Zlín",15 000,Pronájem bytu 2+1 54 m²,2+1,54,15000
98,https://www.sreality.cz/detail/pronajem/byt/2+1/ostrava-hrabuvka-provaznicka/3685824076,"https://d18-a.sdn.cz/d_18/c_img_gT_o/ZKvZqF.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Provaznická, Ostrava - Hrabůvka",10 000,Pronájem bytu 2+1 56 m²,2+1,56,10000
99,https://www.sreality.cz/detail/pronajem/byt/2+1/praha-zizkov-krasova/3235526220,"https://d18-a.sdn.cz/d_18/c_img_QR_L2/Y0XJLN.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Krásova, Praha 3 - Žižkov",15 000,Pronájem bytu 2+1 47 m²,2+1,47,15000
100,https://www.sreality.cz/detail/pronajem/byt/2+1/dobrany-dobrany-stromoradi/382584396,"https://d18-a.sdn.cz/d_18/c_img_QK_JX/HFNEzy.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Stromořadí, Dobřany",11 800,Pronájem bytu 2+1 58 m²,2+1,58,11800
101,https://www.sreality.cz/detail/pronajem/byt/3+kk/praha-smichov-ostrovskeho/2977748556,"https://d18-a.sdn.cz/d_18/c_img_QI_JW/iLxuEQ.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Ostrovského, Praha 5 - Smíchov",25 000,Pronájem bytu 3+kk 81 m²,3+kk,81,25000
102,https://www.sreality.cz/detail/pronajem/byt/2+1/plzen-doudlevce-heyrovskeho/2537961036,"https://d18-a.sdn.cz/d_18/c_img_gV_p/w0Obx8.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Heyrovského, Plzeň - Doudlevce",13 500,Pronájem bytu 2+1 62 m²,2+1,62,13500
103,https://www.sreality.cz/detail/pronajem/byt/3+kk/ostrava-zabreh-pavlovova/1866431580,"https://d18-a.sdn.cz/d_18/c_img_QQ_LQ/4XseLn.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Pavlovova, Ostrava - Zábřeh",14 990,Pronájem bytu 3+kk 70 m²,3+kk,70,14990
104,https://www.sreality.cz/detail/pronajem/byt/3+kk/ceske-budejovice-ceske-budejovice-3-nova/4101921116,"https://d18-a.sdn.cz/d_18/c_img_gW_k/q7IiMO.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Nová, České Budějovice - České Budějovice 3",16 000,Pronájem bytu 3+kk 105 m²,3+kk,10,16000
105,https://www.sreality.cz/detail/pronajem/byt/2+1/holesov-holesov-plackov/676410956,"https://d18-a.sdn.cz/d_18/c_img_gY_n/oPEZcw.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Plačkov, Holešov",13 000,Pronájem bytu 2+1 60 m²,2+1,60,13000
106,https://www.sreality.cz/detail/pronajem/byt/3+kk/adamov-adamov-svitavska/2370853212,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/uGzOzU.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Svitavská, Adamov",16 000,Pronájem bytu 3+kk 100 m²,3+kk,10,16000
107,https://www.sreality.cz/detail/pronajem/byt/2+1/brno-stranice-heinrichova/1293563468,"https://d18-a.sdn.cz/d_18/c_img_QL_Ju/fBiMFq.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Heinrichova, Brno - Stránice",15 990,Pronájem bytu 2+1 82 m²,2+1,82,15990
108,https://www.sreality.cz/detail/pronajem/byt/2+1/hradec-kralove-novy-hradec-kralove-cajkovskeho/3236271692,"https://d18-a.sdn.cz/d_18/c_img_gS_n/VMcIaR.jpeg?fl=res,749,562,3|wrm,/watermark/sreality.png,10|shr,,20|jpg,90","Čajkovského, Hradec Králové - Nový Hradec Králové",10 000,Pronájem bytu 2+1 44 m²,2+1,44,10000
